video_id,task,text,gold_label,prediction
01757,Video-driven Audio Hallucination,Is the ground making sound in the audio?,No,"No, the ground is not making sound in the audio."
01757,Audio-driven Video Hallucination,Is the vehicle visible in the video?,No,"No, the vehicle is not visible in the video."
01757,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00855,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00324,Video-driven Audio Hallucination,Is the helmet making sound in the audio?,No,"No, the helmet is not making sound in the audio."
00324,Video-driven Audio Hallucination,Is the man making sound in the audio?,No,"Yes, the man is making sound in the audio."
00324,Audio-driven Video Hallucination,Is the music source visible in the video?,No,"No, the music source is not visible in the video."
00324,Audio-driven Video Hallucination,Is the people visible in the video?,No,"Yes, people are visible in the video."
00324,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00506,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00837,Video-driven Audio Hallucination,Is the skillet making sound in the audio?,Yes,"Yes, the skillet is making sound in the audio."
00837,Video-driven Audio Hallucination,Is the steak making sound in the audio?,No,"Yes, the steak is making sound in the audio."
00837,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00837,AV Captioning,Describe what you see and hear in a single sentence.,"The steak is sizzling in the skillet as the oil pops, creating a mouth-watering cooking symphony.",A person is cooking a steak in a frying pan on a stove.
02265,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00408,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00242,Video-driven Audio Hallucination,Is the motorcycle engine making sound in the audio?,Yes,"Yes, the motorcycle engine is making sound in the audio."
00242,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00242,AV Captioning,Describe what you see and hear in a single sentence.,"The motorcycle's engine chugged slowly before revving up, parked on the side of the street with a close-up view of its engine .",A man is riding a motorcycle with a silver and black paint job.
00741,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
01300,Video-driven Audio Hallucination,Is the drum making sound in the audio?,Yes,"Yes, the drum is making sound in the audio."
01300,Video-driven Audio Hallucination,Is the musical instruments making sound in the audio?,Yes,"Yes, the musical instruments are making sound in the audio."
01300,Video-driven Audio Hallucination,Is the trees making sound in the audio?,No,"No, the trees are not making sound in the audio."
01300,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01300,AV Captioning,Describe what you see and hear in a single sentence.,"With the music, the three men played instruments in different places and  appeared in a dark room.",A group of musicians are playing instruments in a dark room with a drum set and a guitar.
02263,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00308,Video-driven Audio Hallucination,Is the taping cloth making sound in the audio?,No,"No, the taping cloth is not making sound in the audio."
00308,Video-driven Audio Hallucination,Is the bouncy castle making sound in the audio?,No,"Yes, the bouncy castle is making sound in the audio."
00308,Audio-driven Video Hallucination,Is the saxophones visible in the video?,No,"No, saxophones are not visible in the video."
00308,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01298,Video-driven Audio Hallucination,Is the car window making sound in the audio?,Yes,"Yes, the car window is making sound in the audio."
01298,Video-driven Audio Hallucination,Is the car seat making sound in the audio?,No,"No, the car seat is not making sound in the audio."
01298,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching."
01298,AV Captioning,Describe what you see and hear in a single sentence.,"A man explained that the window of the car was up and down while the window was running, and the sound of the Weng sounded as it was running.","A man is driving a car with the windows open and the radio on, with a dog in the back seat."
00138,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00664,Video-driven Audio Hallucination,Is the refrigerator making sound in the audio?,No,"Yes, the refrigerator is making sound in the audio."
00664,Audio-driven Video Hallucination,Is the water visible in the video?,No,"Yes, the water is visible in the video."
00664,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00648,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01051,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00869,Video-driven Audio Hallucination,Is the car engine making sound in the audio?,Yes,"Yes, the car engine is making sound in the audio."
00869,Video-driven Audio Hallucination,Is the motorcycle making sound in the audio?,No,"Yes, the motorcycle is making sound in the audio."
00869,Video-driven Audio Hallucination,Is the car making sound in the audio?,No,"Yes, the car is making sound in the audio."
00869,AV Matching,Are the contexts of audio and visual content matching?,Yes,"No, the contexts of audio and visual content are not matching. The audio is of a car driving on a road, but the visual is of a car driving on a road with a person in a helmet."
00869,AV Captioning,Describe what you see and hear in a single sentence.,The accelerating engine hums as a person rides a motorcycle on the road seen through the car's windshield.,"A man driving a car on a road with a helmet on his head, with a sound of tires on the road."
01901,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01343,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01909,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
